Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
Xerox Research Centre Europe,Roffey Park Rehabilitation Centre,43,49
Xerox Research Centre Europe,Atlantic Canada Conservation Data Centre,35,35
Xerox Research Centre Europe,Pacific Northwest National Laboratory,31,31
Xerox Research Centre Europe,Chung Chou Institute of Technology Taiwan,29,32
Xerox Research Centre Europe,KERN Global Language Services,39,39
Xerox Research Centre Europe,Arizona State University Polytechnic Campus,34,31
Xerox Research Centre Europe,Lincoln University,22,30
Xerox Research Centre Europe,XML Asia Ltd.,29,20
Xerox Research Centre Europe,VA Health Care System,41,37
Xerox Research Centre Europe,Deloitte and Touche LLP,35,35
Xerox Research Centre Europe,Nirma University,27,32
Xerox Research Centre Europe,YCH Group,32,32
Xerox Research Centre Europe,California Lutheran University,31,34
Xerox Research Centre Europe,MIC Customs Solutions,29,29
Xerox Research Centre Europe,Ligaportal GmbH,19,19
Xerox Research Centre Europe,Openfind Information Technology Inc.,28,38
Xerox Research Centre Europe,The Florey Institute of Neuroscience and Mental Health,34,34
Xerox Research Centre Europe,AFL Medical Officers Association,30,30
Xerox Research Centre Europe,University of Hartford,32,28
Xerox Research Centre Europe,Balliol College,23,19
Xerox Research Centre Europe,Tallinn University,22,26
Xerox Research Centre Europe,Coll. Bus. E.,24,26
Xerox Research Centre Europe,Applied Innovations Lab,20,24
Xerox Research Centre Europe,Intuit Inc,16,21
Xerox Research Centre Europe,UNRWA - Environmental Health Division,31,38
Xerox Research Centre Europe,Postipankki Ltd.,23,23
Xerox Research Centre Europe,Universidad de la Republica,33,33
Xerox Research Centre Europe,Universidad de la Republica Facultad de Medicina,34,32
Xerox Research Centre Europe,"T.C. Sağlık Bakanlığı,",20,25
Xerox Research Centre Europe,University of Michigan's Ross School of Business,32,32
Xerox Research Centre Europe,DyCom Business Systems,28,28
Xerox Research Centre Europe,Université Claude Bernard Lyon 1,33,34
Xerox Research Centre Europe,Airvana Networks India Pvt.Ltd.,27,28
Xerox Research Centre Europe,Hong Kong Shue Yan College,33,33
Xerox Research Centre Europe,Fondazione Bruno Kessler,31,35
Xerox Research Centre Europe,Ministry of Finance,26,30
Xerox Research Centre Europe,The University of Jordan,27,31
Xerox Research Centre Europe,European Organization for Nuclear Research,40,46
Xerox Research Centre Europe,Research and Development,58,58
Xerox Research Centre Europe,InfoVision Inc.,19,24
Xerox Research Centre Europe,Swarovski AG,20,25
Xerox Research Centre Europe,RC Computer a/s,33,37
Xerox Research Centre Europe,Min-Sheng General Hospital,33,37
Xerox Research Centre Europe,Patagona GmbH,15,20
Xerox Research Centre Europe,Changsha Central Hospital,42,38
Xerox Research Centre Europe,National Highway Traffic Safety Administration,30,27
Xerox Research Centre Europe,GX Software,31,26
Xerox Research Centre Europe,Deloitte,22,17
Xerox Research Centre Europe,Fac. Econ. Bus. Admin.,28,30
Xerox Research Centre Europe,IT University of Gothenburgh,32,29
Xerox Research Centre Europe,National Institute of Standards and Technology,30,32
Xerox Research Centre Europe,Armstrong Atlantic State University,35,29
Xerox Research Centre Europe,MIT Information Quality Program,27,27
Xerox Research Centre Europe,Didactic Systems Inc,25,25
Xerox Research Centre Europe,Harding University,26,26
Xerox Research Centre Europe,Dstillery,22,16
Xerox Research Centre Europe,ITT,6,6
Xerox Research Centre Europe,University of Luton,30,26
Xerox Research Centre Europe,Belk College of Business,31,35
Xerox Research Centre Europe,Winona State University,35,35
Xerox Research Centre Europe,SK Marketing and Company,31,31
Xerox Research Centre Europe,Tokyo Medical and Dental University School of Medicine,32,34
Xerox Research Centre Europe,Tohoku University School of Medicine,31,38
Xerox Research Centre Europe,Hilti Corporation,27,27
Xerox Research Centre Europe,Anne Arundel Community College,38,34
Xerox Research Centre Europe,SPSS Korea Data Solution Inc.,32,29
Xerox Research Centre Europe,Massachusetts General Hospital,38,41
Xerox Research Centre Europe,Juntendo University,26,34
Xerox Research Centre Europe,CGI Greater Montréal,38,34
Xerox Research Centre Europe,Kyungsung University,21,25
Xerox Research Centre Europe,Radboud University Nijmegen Medical Centre,40,43
Xerox Research Centre Europe,Guy's and St Thomas' NHS Foundation Trust,26,26
Xerox Research Centre Europe,Hôpital Purpan,29,29
Xerox Research Centre Europe,Hopital Edouard Herriot,39,35
Xerox Research Centre Europe,Universitair Ziekenhuis Antwerpen,43,43
Xerox Research Centre Europe,Hopital Beaujon,28,28
Xerox Research Centre Europe,Departments of Otolaryngology,32,32
Xerox Research Centre Europe,"Instytut Fizjologii i Patologii Słuchu, Warszawa",18,27
Xerox Research Centre Europe,Suez Canal University,33,33
Xerox Research Centre Europe,Centre Hospitalier Regional Universitaire de Lille,38,46
Xerox Research Centre Europe,Hopital Gui de Chauliac,24,27
Xerox Research Centre Europe,Bionics Institute,31,22
Xerox Research Centre Europe,ESG Management School,33,37
Xerox Research Centre Europe,SANS Institute,33,33
Xerox Research Centre Europe,Chinese Academy of Agricultural Mechanization Sciences,32,32
Xerox Research Centre Europe,Google Ireland Ltd.,30,30
Xerox Research Centre Europe,Swinburne Business School,26,30
Xerox Research Centre Europe,The Council for Scientific and Industrial Research,36,44
Xerox Research Centre Europe,Hankamer University,26,30
Xerox Research Centre Europe,Cheung Kong Graduate School of Business,36,36
Xerox Research Centre Europe,Namibia University of Science and Technology,33,31
Xerox Research Centre Europe,"Theory Garden, LLC",35,31
Xerox Research Centre Europe,GIS Lab/SERI,20,25
Xerox Research Centre Europe,Cyram,12,18
Xerox Research Centre Europe,Centre of Interdisciplinary Research in Rehabilitation and Social Integration,38,44
Xerox Research Centre Europe,Quebec Centre for the Hearing Impaired,45,52
Xerox Research Centre Europe,Faculty of Business and Management,29,32
Xerox Research Centre Europe,Pratt Institute,33,33
Xerox Research Centre Europe,"Aspen Technology, Inc.",28,33
Xerox Research Centre Europe,Yangzhou University,26,30
Xerox Research Centre Europe,AU Optronics Taiwan,21,26
Xerox Research Centre Europe,Sogang University,27,27
Xerox Research Centre Europe,Instrata Ltd,20,25
Xerox Research Centre Europe,"Papworth Hospital, NHS Foundation Trust",30,36
Xerox Research Centre Europe,Ruppin Academic Center,44,32
Xerox Research Centre Europe,SAP Australia Pty Ltd,29,29
Xerox Research Centre Europe,University of Alaska Anchorage,34,28
Xerox Research Centre Europe,China Institute of Water Resources and Hydropower Research,35,44
Xerox Research Centre Europe,FriendsLearn,35,30
Xerox Research Centre Europe,Korea Cancer Center Hospital,50,43
Xerox Research Centre Europe,"University of Ulsan, College of Medicine",38,36
Xerox Research Centre Europe,Cheil General Hospital and Women's Healthcare Center,40,40
Xerox Research Centre Europe,"The Catholic University of Korea, College of Medicine",35,35
Xerox Research Centre Europe,Malaysia University of Science and Technology,33,30
Xerox Research Centre Europe,University of Liechtenstein - ERCIS,44,33
Xerox Research Centre Europe,University of Teachers Education PHGR,46,40
Xerox Research Centre Europe,JCU,13,13
Xerox Research Centre Europe,HAAi,6,6
Xerox Research Centre Europe,Management Information Systems Department,35,32
Xerox Research Centre Europe,International Center for Information Technologies (ICIT),33,34
Xerox Research Centre Europe,"Alloway, Inc",20,15
Xerox Research Centre Europe,Budapesti Corvinus Egyetem,30,30
Xerox Research Centre Europe,FAU,13,6
Xerox Research Centre Europe,UT,7,7
Xerox Research Centre Europe,IMP,6,6
Xerox Research Centre Europe,IMP,6,6
Xerox Research Centre Europe,Universidad Autónoma del Estado de Morelos,34,35
Xerox Research Centre Europe,Saratov State University,38,31
Xerox Research Centre Europe,Independent Research Collaboration,45,48
Xerox Research Centre Europe,Ipek Üniversitesi,27,27
Xerox Research Centre Europe,Instituto Politécnico de Lisboa,24,34
Xerox Research Centre Europe,Olery BV,22,22
Xerox Research Centre Europe,Szegedi Tudományegyetem (SZTE),28,33
Xerox Research Centre Europe,Nnamdi Azikiwe University,23,26
Xerox Research Centre Europe,Gümüşhane Üniversitesi,28,30
Xerox Research Centre Europe,Lusófona University,26,26
Xerox Research Centre Europe,Rangsit University,30,30
Xerox Research Centre Europe,Universitatea Babes-Bolyai din Cluj-Napoca,31,26
Xerox Research Centre Europe,SS Cyril and Methodius University,30,33
Xerox Research Centre Europe,"ALDI, Inc.",16,11
Xerox Research Centre Europe,Andrews University,30,35
Xerox Research Centre Europe,Tang Global Consulting Group,36,32
Xerox Research Centre Europe,California Baptist University,28,28
Xerox Research Centre Europe,Museé canadien de la nature,40,41
Xerox Research Centre Europe,Natural History Resources,38,45
Xerox Research Centre Europe,Bridge,12,12
Xerox Research Centre Europe,Mersey Tobeatic Research Institute,55,58
Xerox Research Centre Europe,Eastman Kodak Company,29,37
Xerox Research Centre Europe,Qatar Computing Research Institute,52,48
Xerox Research Centre Europe,Shiraz University,27,27
Xerox Research Centre Europe,ACM Education Board,30,34
Xerox Research Centre Europe,University of Ivlinnesota Minneapolis,34,28
Xerox Research Centre Europe,Anna University,23,28
Xerox Research Centre Europe,Tata Consultancy Services India,31,34
Xerox Research Centre Europe,KU Leuven– University Hospital Leuven,31,34
Xerox Research Centre Europe,Tunghai University,22,26
Xerox Research Centre Europe,KIMEP University,23,27
Xerox Research Centre Europe,ACM Education Board,30,34
Xerox Research Centre Europe,Southern Catholic College,34,38
Xerox Research Centre Europe,Dickson Computer Systems,27,31
Xerox Research Centre Europe,"Keimyung University (KU), College of Medicine",30,34
Xerox Research Centre Europe,AMEC,12,12
Xerox Research Centre Europe,Gonzaga University,26,26
Xerox Research Centre Europe,"Liberty University, Lynchburg",32,29
Xerox Research Centre Europe,Fujian Agriculture and Forestry University,31,37
Xerox Research Centre Europe,Institute of Microbiology Chinese Academy of Sciences,35,32
Xerox Research Centre Europe,State University,32,32
Xerox Research Centre Europe,Grandata Labs,24,20
Xerox Research Centre Europe,The Warren Alpert Medical School of Brown University,32,32
Xerox Research Centre Europe,St. Olavs Hospital,22,22
Xerox Research Centre Europe,Birzeit University,26,30
Xerox Research Centre Europe,Reliant Medical Group,41,33
Xerox Research Centre Europe,Universitycenter UNIDAVI,38,35
Xerox Research Centre Europe,Turku School of Economy,35,39
Xerox Research Centre Europe,Naval Underwater Systems Center,41,44
Xerox Research Centre Europe,Nordakademie,25,25
Xerox Research Centre Europe,Newcastle Business School,30,38
Xerox Research Centre Europe,Netherlands Institute for Scientific Information Services,38,31
Xerox Research Centre Europe,Information Systems Research Centre,57,63
Xerox Research Centre Europe,Goizueta Business School,31,38
Xerox Research Centre Europe,ESG UQAM,22,22
Xerox Research Centre Europe,JMIS,6,6
Xerox Research Centre Europe,Queens University of Charlotte,34,38
Xerox Research Centre Europe,Human Systems Limited,24,24
Xerox Research Centre Europe,Shih Chien University,37,37
Xerox Research Centre Europe,Vietnam National University Ho Chi Minh City,28,28
Xerox Research Centre Europe,Iwate University,27,32
Xerox Research Centre Europe,University of Rohde Island,33,33
Xerox Research Centre Europe,Curtis L. Carson School of Management,31,34
Xerox Research Centre Europe,Concordia University,29,33
Xerox Research Centre Europe,Wipro Technologies,39,35
Xerox Research Centre Europe,Thomas University,27,27
Xerox Research Centre Europe,Universidad de Murcia,37,33
Xerox Research Centre Europe,National Pintung Institute of Commerce,30,33
Xerox Research Centre Europe,IRCCS Fondazione C. Mondino,25,33
Xerox Research Centre Europe,Voluntary Health Insurance Board,37,30
Xerox Research Centre Europe,Universite Catholique de Louvain,37,33
Xerox Research Centre Europe,Ministry of the Environment,36,36
Xerox Research Centre Europe,Environment and Climate Change Canada,34,31
Xerox Research Centre Europe,Yarmouk University,26,30
Xerox Research Centre Europe,Stern Business School,33,37
Xerox Research Centre Europe,Microsoft Research Cambridge,54,54
Xerox Research Centre Europe,British Broadcasting Corporation,33,30
Xerox Research Centre Europe,Ain Shams University,29,29
Xerox Research Centre Europe,Washburn University,26,30
Xerox Research Centre Europe,"Escuela Técnica Superior de Ingenieros Informáticos, Universidad Politécnica de Madrid",26,31
Xerox Research Centre Europe,Innovative Management Partner (IMP),32,36
Xerox Research Centre Europe,Universidade Federal Rural de Pernambuco,38,35
Xerox Research Centre Europe,Université de Reims Champagne-Ardenne,37,41
Xerox Research Centre Europe,Universität Liechtenstein,38,38
Xerox Research Centre Europe,Xiamen Universtiy,31,31
Xerox Research Centre Europe,Schulich School of Business York University,28,34
Xerox Research Centre Europe,Indian Institute of Management Kashipur,30,33
Xerox Research Centre Europe,C-DAC School of Advanced Computing,32,32
Xerox Research Centre Europe,GGS Indraprastha University,33,33
Xerox Research Centre Europe,European Research Center for Information Systems,58,61
Xerox Research Centre Europe,Charité – Universitätsmedizin Berlin,28,30
Xerox Research Centre Europe,"DELTA Danish Electronics, Light & Acoustics",28,29
Xerox Research Centre Europe,North Mersey Health Informatics Service,42,42
Xerox Research Centre Europe,Hochschule München,35,31
Xerox Research Centre Europe,Tianjin Institute of Urban Construction,36,36
Xerox Research Centre Europe,"Mayo Clinic in Rochester, Minnesota",35,42
Xerox Research Centre Europe,UT Southwestern Medical School,31,31
Xerox Research Centre Europe,White Dog Enterprises,41,45
Xerox Research Centre Europe,Indiana University School of Dentistry,33,39
Xerox Research Centre Europe,"Morgan Stanley, USA",34,30
Xerox Research Centre Europe,Singapore Management University,34,34
Xerox Research Centre Europe,Écoles polytechniques fédérales,37,39
Xerox Research Centre Europe,"Centre Interuniversitaire de Recherche sur les Réseaux d‘Entreprise, la Logistique et le Transport",32,39
Xerox Research Centre Europe,Global Business Services,35,38
Xerox Research Centre Europe,Maximus Inc.,20,21
Xerox Research Centre Europe,Hague Consulting Group,36,40
Xerox Research Centre Europe,PricewaterhouseCoopers,36,44
Xerox Research Centre Europe,George Washington Uinversity,39,39
Xerox Research Centre Europe,Universidade Federal de Pernambuco,39,39
Xerox Research Centre Europe,MAN Truck and Bus AG,29,29
Xerox Research Centre Europe,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,30,30
Xerox Research Centre Europe,Universiti Kuala Lumpur,27,27
Xerox Research Centre Europe,"Karlsruhe Institute of Technology, Campus North",32,38
Xerox Research Centre Europe,Technical University of Applied Sciences Wildau,32,32
Xerox Research Centre Europe,"Assumption University, Bangkok",24,25
Xerox Research Centre Europe,Texas A and M Health Science Center,44,44
Xerox Research Centre Europe,Thermal Industries Inc.,35,36
Xerox Research Centre Europe,"King Faisal University, Al-Asha",24,24
Xerox Research Centre Europe,Coll Education Texas A and M U,34,31
Xerox Research Centre Europe,F4energy Ltd.,24,25
Xerox Research Centre Europe,John O'Connell High School,30,37
Xerox Research Centre Europe,Far East Data Limited,33,33
Xerox Research Centre Europe,D.A.T.A. Corporation,25,26
Xerox Research Centre Europe,National Bureau of Economic Research,38,44
Xerox Research Centre Europe,City and County of San Francisco,30,33
Xerox Research Centre Europe,National Institute for Mathematical Sciences,31,31
Xerox Research Centre Europe,ICT Academy,21,21
Xerox Research Centre Europe,Centrum Wiskunde & Informatica,28,43
Xerox Research Centre Europe,World Organisation of Systems and Cybernetics,33,36
Xerox Research Centre Europe,Tmax Soft,22,22
Xerox Research Centre Europe,Sungkyul Christian University,28,25
Xerox Research Centre Europe,Shandong University of Technology,30,30
Xerox Research Centre Europe,ISS International Business School of Service Management,36,34
Xerox Research Centre Europe,Digital Insight,19,19
Xerox Research Centre Europe,Persistent Systems,35,30
Xerox Research Centre Europe,Snoop Consulting,23,27
Xerox Research Centre Europe,Data Security Systems Solutions Pte Ltd.,35,30
Xerox Research Centre Europe,Carmel Medical Center,45,37
Xerox Research Centre Europe,"Comshare, Inc",29,30
Xerox Research Centre Europe,Oakland State University,35,31
Xerox Research Centre Europe,Universitas Diponegoro,36,32
Xerox Research Centre Europe,Universities Space Research Association,45,45
Xerox Research Centre Europe,Institute of Public Administration,29,29
Xerox Research Centre Europe,Manifest Center for Social Analysis,35,38
Xerox Research Centre Europe,Universitäts-Hautklinik Frankfurt a. Main,23,27
Xerox Research Centre Europe,Children's Hospital At Westmead,31,37
Xerox Research Centre Europe,"Shanghai Tobacco Group Co., Ltd.",30,39
Xerox Research Centre Europe,CSIRO Ict Centre,50,50
Xerox Research Centre Europe,University of Luxembourg,31,27
Xerox Research Centre Europe,Faculty of Medicine,26,30
Xerox Research Centre Europe,Fisher College of Business,37,41
Xerox Research Centre Europe,beplus,12,18
Xerox Research Centre Europe,Blue Shield of California,26,30
Xerox Research Centre Europe,Metropolitan Life Insurance Company,38,38
Xerox Research Centre Europe,Eli Broad Graduate School of Management,39,33
Xerox Research Centre Europe,AtoZ Consultancy,23,27
Xerox Research Centre Europe,Universidade do Vale do Rio dos Sinos,28,28
Xerox Research Centre Europe,University of Western Untano,43,36
Xerox Research Centre Europe,Jeppesen Systems AB,34,34
Xerox Research Centre Europe,Multi Base Ltd.,23,19
Xerox Research Centre Europe,Covenant University,34,38
Xerox Research Centre Europe,Epsis AS,17,22
Xerox Research Centre Europe,CNOOC Research Institute,58,54
Xerox Research Centre Europe,International Business School of Service Management,38,35
Xerox Research Centre Europe,Associatie K.U.Leuven,33,33
Xerox Research Centre Europe,Colorado University,30,30
Xerox Research Centre Europe,Qualcomm Incorporated,29,33
Xerox Research Centre Europe,Dell EMC,22,22
Xerox Research Centre Europe,Shenming Shoemaking Machinery Co. Ltd,34,31
Xerox Research Centre Europe,"Changwei Automatic Control System Co., Ltd",34,26
Xerox Research Centre Europe,Michael Paris Associates Ltd,32,32
Xerox Research Centre Europe,INSEAD,18,24
Xerox Research Centre Europe,Universidad Icesi,31,36
Xerox Research Centre Europe,University of Gloucestershire,39,35
Xerox Research Centre Europe,Arvato Services Benelux B.V,44,36
Xerox Research Centre Europe,SMCM,12,12
Xerox Research Centre Europe,Dimension Data,24,24
Xerox Research Centre Europe,A.T. Kearney GmbH,31,27
Xerox Research Centre Europe,Ithaca College,29,29
Xerox Research Centre Europe,Texas Wesleyan University,42,38
Xerox Research Centre Europe,Polytechnic of Hong Kong Kowloon Tong,25,28
Xerox Research Centre Europe,Government of the Federal District,32,35
Xerox Research Centre Europe,Zephir Capital,24,33
Xerox Research Centre Europe,Morehead University,38,34
Xerox Research Centre Europe,Concord‐Carlisle High School,29,36
Xerox Research Centre Europe,"Analysis Group, Inc.",25,30
Xerox Research Centre Europe,National Yang-Ming University Taiwan,22,25
Xerox Research Centre Europe,Management Information Systems,28,28
Xerox Research Centre Europe,Kyungwoon University,21,25
Xerox Research Centre Europe,University of Wollongong Dubai,24,24
Xerox Research Centre Europe,Oak Ridge Center for Advanced Studies,43,40
Xerox Research Centre Europe,Latitude Consulting and Research,37,50
Xerox Research Centre Europe,University of Southern Maine,36,39
Xerox Research Centre Europe,Compliance & Risks Ltd.,24,29
Xerox Research Centre Europe,InterContinental Hotels Group,42,35
Xerox Research Centre Europe,In Principo,21,31
Xerox Research Centre Europe,Point University,27,32
Xerox Research Centre Europe,Xuzhou Normal University,35,38
Xerox Research Centre Europe,Seoyeong University,30,30
Xerox Research Centre Europe,Ctr. Stud. Technol. and Organisation,34,39
Xerox Research Centre Europe,College of Business,30,34
Xerox Research Centre Europe,European Central Bank,49,53
Xerox Research Centre Europe,Austrian Institute of Technology,30,33
Xerox Research Centre Europe,Westernacher and Partner Consulting B.V.B.A,34,42
Xerox Research Centre Europe,Sauder School of Business,38,42
Xerox Research Centre Europe,Economics University,29,29
Xerox Research Centre Europe,Reinier de Graaf Hospital - SSDZ,33,38
Xerox Research Centre Europe,Panepistimio Kritis,21,26
Xerox Research Centre Europe,State Grid Loudi Electric Power Supply Company,41,35
Xerox Research Centre Europe,University of Siegen,33,29
Xerox Research Centre Europe,Loyola University,27,22
Xerox Research Centre Europe,Northwest University China,33,37
Xerox Research Centre Europe,"National Council for Air and Stream Improvement Inc., Canada",32,28
Xerox Research Centre Europe,Iteratec GmbH,29,24
Xerox Research Centre Europe,Canadian Forest Service,35,43
Xerox Research Centre Europe,Hanze University of Applied Sciences,31,38
Xerox Research Centre Europe,Belly Chicago,29,24
Xerox Research Centre Europe,Charles River Associates,35,38
Xerox Research Centre Europe,Deutsches Archäologischen Institut,39,33
Xerox Research Centre Europe,Swedish National Data Service (SND),32,33
Xerox Research Centre Europe,Royal Netherlands Academy of Arts and Sciences - KNAW,35,35
Xerox Research Centre Europe,PIN,6,6
Xerox Research Centre Europe,Institut national de recherches archéologiques préventives,33,38
Xerox Research Centre Europe,"Athena Research and Innovation Center in Information, Communication and Knowledge Technologies",34,36
Xerox Research Centre Europe,Baton Simulations,27,27
Xerox Research Centre Europe,Irish centre for fetal and neonatal translational research,35,51
Xerox Research Centre Europe,Office of the Prime Minister,36,39
Xerox Research Centre Europe,Institute of Computing Technology Chinese Academy of Sciences,31,34
Xerox Research Centre Europe,Nanjing Agricultural University,31,31
Xerox Research Centre Europe,"Capital Group Companies, Inc.",25,36
Xerox Research Centre Europe,School of Medicine,30,43
Xerox Research Centre Europe,Sacred Heart University Fairfield,36,39
Xerox Research Centre Europe,Universitat Ramon Llull,31,27
Xerox Research Centre Europe,Umm Al Qura University,28,28
Xerox Research Centre Europe,National Center for Biotechnology Information,33,33
Xerox Research Centre Europe,"University of Tokyo, Graduate School of Information Science and Technology",33,28
Xerox Research Centre Europe,Budapest University of Technology and Economics,32,37
Xerox Research Centre Europe,University of Applied Sciences,34,34
Xerox Research Centre Europe,Novartis AG,26,21
Xerox Research Centre Europe,Mayo Medical School,30,30
Xerox Research Centre Europe,Instituto de Engenharia Electrónica e Telemática de Aveiro,35,36
Xerox Research Centre Europe,University of Colorado School of Medicine,35,38
Xerox Research Centre Europe,King University,19,28
Xerox Research Centre Europe,VUEBA,12,18
Xerox Research Centre Europe,IBA,6,6
Xerox Research Centre Europe,State University,32,32
Xerox Research Centre Europe,State University of New York at Plattsburgh,31,34
Xerox Research Centre Europe,"Sri Sathya Sai University, Anantapur",34,35
Xerox Research Centre Europe,Sathyabama Institute of Science and Technology,30,32
Xerox Research Centre Europe,"Luther College, Decorah",35,48
Xerox Research Centre Europe,Jordan University of Science and Technology,34,34
Xerox Research Centre Europe,Data Mining Consultant,20,24
Xerox Research Centre Europe,Ernst and Young LLP,34,30
Xerox Research Centre Europe,Central South University of Forestry & Technology,34,45
Xerox Research Centre Europe,China University of Technology,31,38
Xerox Research Centre Europe,Georgia College & State University,39,40
Xerox Research Centre Europe,Soongsiil Univ,19,14
Xerox Research Centre Europe,Washington Jefferson College,32,39
Xerox Research Centre Europe,Högskolan Väst,19,15
Xerox Research Centre Europe,T.C. Yeditepe Üniversitesi,33,35
Xerox Research Centre Europe,QuoJax Corporation,30,35
Xerox Research Centre Europe,Chongqing University of Education,30,33
Xerox Research Centre Europe,Expedia Inc.,30,26
Xerox Research Centre Europe,The 5th Electronics Research Institute of the Ministry of Information Industry,38,36
Xerox Research Centre Europe,Korea Polytechnic University,36,36
Xerox Research Centre Europe,International Black Sea University,35,42
Xerox Research Centre Europe,ServiceOne Home Warranties,41,37
Xerox Research Centre Europe,Chr. Michelsen Institute,38,35
Xerox Research Centre Europe,Hohai University,27,23
Xerox Research Centre Europe,IBM Enterprise Transformation,35,42
Xerox Research Centre Europe,United Technologies Corporation,34,34
Xerox Research Centre Europe,McCann and Associates,24,24
Xerox Research Centre Europe,Sethu Institute of Technology,35,42
Xerox Research Centre Europe,Cheil Industries Inc.,33,33
Xerox Research Centre Europe,"Naval Academy of Armament, Beijing",32,33
Xerox Research Centre Europe,National Defense University,33,33
Xerox Research Centre Europe,University of the Sinos River Valley,34,34
Xerox Research Centre Europe,"Advanced Brain Monitoring, Inc.",31,28
Xerox Research Centre Europe,St. Bonaventure University,37,42
Xerox Research Centre Europe,Bayswater Institute,34,26
Xerox Research Centre Europe,LE22 3TU,22,22
Xerox Research Centre Europe,Scripps Memorial Hospital,30,30
Xerox Research Centre Europe,University of Michigan School of Business Admznistration,31,31
Xerox Research Centre Europe,Infinite Computing Systems Pvt Ltd,26,29
Xerox Research Centre Europe,School of Information Systems,28,35
Xerox Research Centre Europe,"School of Mathematics, Statistics and Computer Science",32,30
Xerox Research Centre Europe,Shenyang Pharmaceutical University,32,32
Xerox Research Centre Europe,Microgarphics Inc.,30,31
Xerox Research Centre Europe,Tianjin Medical University,26,26
Xerox Research Centre Europe,Ericsson and IT University of Gothenborg,35,32
Xerox Research Centre Europe,CSi Global Services,30,38
Xerox Research Centre Europe,"TBEA Hengyang Transformer Co., Ltd.",32,40
Xerox Research Centre Europe,Jazan University,23,27
Xerox Research Centre Europe,Uniwersytet Zielonogórski,30,31
Xerox Research Centre Europe,Depameot of Aulamatic Control and Systems Engineering,35,35
Xerox Research Centre Europe,Hubei University of Medicine,29,29
Xerox Research Centre Europe,Aalborg University Hospital,29,29
Xerox Research Centre Europe,Management Forum at Cranfield,28,28
Xerox Research Centre Europe,Western Australian College,37,37
Xerox Research Centre Europe,Business Cycle Research Company,47,51
Xerox Research Centre Europe,Dohle Handelsgruppe GmbH and Co. KG,32,29
Xerox Research Centre Europe,Postgraduate School,30,38
Xerox Research Centre Europe,FlowConnect Pty. Ltd.,24,21
Xerox Research Centre Europe,General Dynamics Corporation,36,36
Xerox Research Centre Europe,Dominion,17,11
Xerox Research Centre Europe,University of Houston System,29,32
Xerox Research Centre Europe,Mid. Tenn St. U,28,20
Xerox Research Centre Europe,National White Collar Crime Center,42,42
Xerox Research Centre Europe,Defense Ammunition Center,45,38
Xerox Research Centre Europe,UNETsystem Corporation,32,32
Xerox Research Centre Europe,Mokpo University,23,23
Xerox Research Centre Europe,American Institutes for Research,40,50
Xerox Research Centre Europe,Xinao Research Institute,62,62
Xerox Research Centre Europe,Chinese Academy of Medical Sciences,32,38
Xerox Research Centre Europe,WHU - Otto Beisheim School of Management,32,30
Xerox Research Centre Europe,SOFTECO SISMAT SRL,35,30
Xerox Research Centre Europe,Monash SA,22,22
Xerox Research Centre Europe,Tianjin First Central Hospital,41,38
Xerox Research Centre Europe,GSP Consulting,24,24
Xerox Research Centre Europe,SCHUBERG PHILIS BV,30,35
Xerox Research Centre Europe,Salisbury State University,33,30
Xerox Research Centre Europe,Intel Ireland Ltd.,30,36
Xerox Research Centre Europe,Information Systems (IS,27,28
Xerox Research Centre Europe,Aurora Mental Health Center,51,44
Xerox Research Centre Europe,Korea University of Technology and Education,36,39
Xerox Research Centre Europe,Data Unbound LLC,23,23
Xerox Research Centre Europe,Beijing Police Department,34,34
Xerox Research Centre Europe,Universidade de Brasília,31,35
Xerox Research Centre Europe,School of Management,29,42
Xerox Research Centre Europe,College of Computer Science and College of Software Engineering,35,33
Xerox Research Centre Europe,Jacobs Management Center,42,42
Xerox Research Centre Europe,Fachhochschule Wuerzburg,35,31
Xerox Research Centre Europe,"The World Bank, USA",30,39
Xerox Research Centre Europe,Curtin Business School,28,40
Xerox Research Centre Europe,University of Malta,26,26
Xerox Research Centre Europe,College of Business Administration,32,35
Xerox Research Centre Europe,Caritas Bianchi College of Careers,39,35
Xerox Research Centre Europe,Instituto Politécnico Nacional (IPN),25,33
Xerox Research Centre Europe,Deutsche Sporthochschule Köln,32,36
Xerox Research Centre Europe,Inubit AG,16,11
Xerox Research Centre Europe,Kugamon Inc,15,26
Xerox Research Centre Europe,Impress Labs,20,25
Xerox Research Centre Europe,College of Communication Arts and Sciences,31,31
Xerox Research Centre Europe,"Deloitte Touche Tohmatsu, Belgium",33,33
Xerox Research Centre Europe,Indiana University of Pennsylvania,26,32
Xerox Research Centre Europe,Lille School of Management,33,37
Xerox Research Centre Europe,University of Limerick,28,28
Xerox Research Centre Europe,NSW Australia,20,20
Xerox Research Centre Europe,Tepper School of Business,38,42
Xerox Research Centre Europe,Heinz College,29,29
Xerox Research Centre Europe,Intel Research Laboratories,51,58
Xerox Research Centre Europe,Great Oak Consulting,29,38
Xerox Research Centre Europe,MIT Sloan Center for Information Systems Research,34,49
Xerox Research Centre Europe,ACM Education Board,30,34
Xerox Research Centre Europe,CCCU,19,12
Xerox Research Centre Europe,Duke University Medical Center,45,48
